word,pos
gold_digger,nouns
pretender,nouns
slub,nouns
Donald_Arthur_Glaser,nouns
dog_sled,nouns
genus_Dacrymyces,nouns
Masticophis_bilineatus,nouns
siamese,nouns
live-forever,nouns
hemophilia,nouns
religious_cult,nouns
gold-worker,nouns
coagulator,nouns
musth,nouns
kitambilla,nouns
dowsing,nouns
hydroxyl_radical,nouns
double-reed_instrument,nouns
genus_Cakile,nouns
semifluidity,nouns
rush_aster,nouns
Pliocene,nouns
sexual_relation,nouns
jumby_bean,nouns
urarthritis,nouns
lachrymal_secretion,nouns
sendup,nouns
reorientation,nouns
Fregata,nouns
Tamil_Nadu,nouns
genus_Alosa,nouns
Scotch_egg,nouns
genus_Eleocharis,nouns
maiden_pink,nouns
magnetite,nouns
Balaenoptera_borealis,nouns
outer_ear,nouns
genus_Adlumia,nouns
gum_benjamin,nouns
birth_trauma,nouns
abortifacient,nouns
rupiah,nouns
soya,nouns
obliterator,nouns
phrase_book,nouns
primer,nouns
pilot_chart,nouns
cant,nouns
molestation,nouns
Orly,nouns
Tamara_Karsavina,nouns
high-level_radioactive_waste,nouns
equanimity,nouns
vena_brachiocephalica,nouns
crud,nouns
Kislev,nouns
Timothy_Leary,nouns
DEA,nouns
common_divisor,nouns
clincher,nouns
positron_emission_tomography_scanner,nouns
aztreonam,nouns
Tarabulus,nouns
dilation_and_curettage,nouns
candlesnuffer,nouns
genus_Lagidium,nouns
microscopy,nouns
disfluency,nouns
bestiary,nouns
divorce_lawyer,nouns
underlayment,nouns
ungradable_opposition,nouns
lobectomy,nouns
Ely_Culbertson,nouns
Pliny_the_Younger,nouns
grass_fern,nouns
saddleback,nouns
cornucopia,nouns
good_humour,nouns
Donald_Duck,nouns
sorrel,nouns
driving_belt,nouns
pityriasis,nouns
hognose_snake,nouns
freetail,nouns
tap_dancing,nouns
staple_gun,nouns
L._monocytogenes,nouns
Republic_of_the_Sudan,nouns
cirrus,nouns
Aristotelia,nouns
eyepiece,nouns
lamb's-quarters,nouns
B._B._King,nouns
Arctic_mouse-ear,nouns
frank_breech_delivery,nouns
genus_Kennedya,nouns
unveiling,nouns
ruckus,nouns
leaseholder,nouns
Garry_oak,nouns
lattice,nouns
Gael,nouns
Diogenes,nouns
workmen's_compensation,nouns
going_under,nouns
paperbark_birch,nouns
vanity_fair,nouns
Latrodectus_mactans,nouns
language_requirement,nouns
maths,nouns
monkfish,nouns
ratafia_biscuit,nouns
August,nouns
first_law_of_motion,nouns
tough_luck,nouns
Islamic_Republic_of_Pakistan,nouns
assiduity,nouns
AC,nouns
potboiler,nouns
Lemna_minor,nouns
framework,nouns
lymphadenopathy,nouns
procaryote,nouns
von_Recklinghausen's_disease,nouns
Otus_asio,nouns
20,nouns
cotenant,nouns
pine_snake,nouns
Johann_Gottfried_von_Herder,nouns
heroic_meter,nouns
sereness,nouns
section_man,nouns
Richard_Jordan_Gatling,nouns
requisition,nouns
false_foxglove,nouns
shoe_store,nouns
sports_page,nouns
whiskey,nouns
myositis,nouns
Echinus_esculentus,nouns
ASCII_text_file,nouns
capital_of_Greece,nouns
Scottish_Highlander,nouns
ductus_deferens,nouns
Lactarius,nouns
burbot,nouns
paltering,nouns
yellow_colicroot,nouns
pug,nouns
genus_Grewia,nouns
t,nouns
land_development,nouns
Sardina_pilchardus,nouns
Kamarupan,nouns
ergotism,nouns
Panacea,nouns
brussels_sprouts,nouns
midplane,nouns
wild_quinine,nouns
comedian,nouns
Old_Prussian,nouns
vena_mesenterica,nouns
mysophobia,nouns
Laurence_Olivier,nouns
Bucephela_albeola,nouns
medium,nouns
academic_degree,nouns
Horseshoe_Falls,nouns
pentatone,nouns
balibago,nouns
agenesis,nouns
enteric_fever,nouns
house_painter,nouns
salience,nouns
Robert_Lowell,nouns
commonweal,nouns
addlehead,nouns
Phylloscopus_sibilatrix,nouns
family_Hypericaceae,nouns
Saint_Matthew_the_Apostle,nouns
frat,nouns
polygon,nouns
sildenafil_citrate,nouns
Franz_Schubert,nouns
extraterrestrial_object,nouns
reductio,nouns
protestation,nouns
large_cranberry,nouns
Patras,nouns
decontamination,nouns
actiniarian,nouns
Dermacentor,nouns
genus_Chlamydomonas,nouns
saddle_oyster,nouns
genus_Zalophus,nouns
book_of_knowledge,nouns
albuginea,nouns
maintenance_staff,nouns
arsonist,nouns
Charles_L'Enfant,nouns
Rubens,nouns
sewer,nouns
playlist,nouns
broad_buckler-fern,nouns
brassie,nouns
white_leather,nouns
zoophilia,nouns
parget,nouns
dollarfish,nouns
penny_pincher,nouns
blueberry_root,nouns
family_Asphodelaceae,nouns
Scardinius_erythrophthalmus,nouns
pudding-face,nouns
Miguel_de_Cervantes_Saavedra,nouns
Baroness_Dudevant,nouns
dwarf_buffalo,nouns
genus_Edaphosaurus,nouns
Acer_argutum,nouns
American_bison,nouns
family_Eriocaulaceae,nouns
Bathsheba,nouns
dark_field_illumination,nouns
Remilegia_australis,nouns
solenogaster,nouns
teres_minor_muscle,nouns
Tragulus,nouns
lounge_chair,nouns
Platanus_acerifolia,nouns
acid-base_equilibrium,nouns
Taylor,nouns
road_runner,nouns
furfuraldehyde,nouns
laryngectomy,nouns
triangularity,nouns
hooded_sheldrake,nouns
ravioli,nouns
Spizella,nouns
cackle,nouns
tagalong,nouns
lodgepole,nouns
Teleostei,nouns
greater_whitethroat,nouns
teal,nouns
drum_sander,nouns
Aspis,nouns
geodesic_dome,nouns
Picea_abies,nouns
summary,nouns
Charles_Herbert_Best,nouns
Mekong,nouns
hydraulics,nouns
racial_discrimination,nouns
spark_lever,nouns
segregation,nouns
blame_game,nouns
java,nouns
sweat,nouns
Proteus,nouns
Brigid,nouns
dominant,nouns
luggage_carousel,nouns
maneuver,nouns
straightness,nouns
lavender_cotton,nouns
photosphere,nouns
blindman's_bluff,nouns
Camberwell_beauty,nouns
rail-splitter,nouns
yacca,nouns
outdoorsman,nouns
Procyon_cancrivorus,nouns
wax-myrtle_family,nouns
Viperidae,nouns
Discovery_Day,nouns
otter_shrew,nouns
pharyngeal_consonant,nouns
marine_turtle,nouns
flying_bird,nouns
music_teacher,nouns
Rupicapra_rupicapra,nouns
genus_Galago,nouns
shaving_brush,nouns
church-state,nouns
psychopath,nouns
sea_chest,nouns
Dhu_al-Hijja,nouns
Clematis_virginiana,nouns
Streisand,nouns
Hulsea,nouns
Bermudan_rig,nouns
indisposition,nouns
caulk,nouns
perennial,nouns
Corydalus,nouns
petunia,nouns
exhalation,nouns
sepulcher,nouns
Avogadro's_hypothesis,nouns
slag,nouns
Cynewulf,nouns
eringo,nouns
jackrabbit,nouns
Battle_of_Puebla,nouns
metacenter,nouns
ratline,nouns
drinking_chocolate,nouns
Hun,nouns
genus_Zonotrichia,nouns
cadmium_orange,nouns
Yalu_River,nouns
malleus,nouns
Gates,nouns
day_watch,nouns
circular,nouns
acanthus_family,nouns
United_States_Army_Criminal_Investigation_Laboratory,nouns
dedifferentiation,nouns
detriment,nouns
horse-pistol,nouns
illiterate,nouns
phase_I,nouns
Rogaine,nouns
carpet_bombing,nouns
percussion_cap,nouns
deuteranopia,nouns
Celsius,nouns
water_violet,nouns
family_Psilotaceae,nouns
Cynwulf,nouns
tightrope,nouns
yawl,nouns
mayhem,nouns
white_horehound,nouns
Gulf_of_Venice,nouns
thickener,nouns
particularization,nouns
qindarka,nouns
Arethusa_bulbosa,nouns
Sister,nouns
attracter,nouns
public_square,nouns
government_security,nouns
genteelness,nouns
musical,nouns
archil,nouns
Scorpion,nouns
wealth,nouns
self-renunciation,nouns
interface,nouns
kitchenette,nouns
trifler,nouns
white_cockle,nouns
family_Syngnathidae,nouns
royal_mast,nouns
pudding-wife,nouns
nondiscretionary_trust,nouns
quintuplet,nouns
order_Mycoplasmatales,nouns
metacarpal_artery,nouns
shake,nouns
Brussels_biscuit,nouns
stage_director,nouns
Aconitum,nouns
undecagon,nouns
Durazzo,nouns
eschaton,nouns
overprotection,nouns
lowland_burrowing_treefrog,nouns
pulmonary_circulation,nouns
haemosiderin,nouns
Streptococcus_anhemolyticus,nouns
Empire_State_Building,nouns
Rous,nouns
calendar_week,nouns
fictional_animal,nouns
piquet,nouns
averageness,nouns
Johann_Maier_Eck,nouns
Egyptian_pound,nouns
houseguest,nouns
toothpaste,nouns
birth-control_reformer,nouns
materiel,nouns
shingles,nouns
aureole,nouns
pismire,nouns
docking_fee,nouns
mint,nouns
custard_apple_tree,nouns
rock_garden,nouns
toucher,nouns
fairy_light,nouns
methylthionine_chloride,nouns
line_of_succession,nouns
square_knot,nouns
hypallage,nouns
botulin,nouns
used-car_lot,nouns
time_signal,nouns
oxaloacetic_acid,nouns
seller,nouns
intelligence_quotient,nouns
Saudi_Arabian,nouns
Kordofan,nouns
lyricality,nouns
snood,nouns
caddie,nouns
auditory_tube,nouns
renegade_state,nouns
Nyssa,nouns
broody_hen,nouns
Coumarouna_odorata,nouns
nervous_exhaustion,nouns
Pristis,nouns
second_childhood,nouns
Gemini_program,nouns
osprey,nouns
beefsteak_plant,nouns
Hermosillo,nouns
folding_door,nouns
squirrel_monkey,nouns
Navaho,nouns
putout,nouns
television_show,nouns
brake,nouns
pockmark,nouns
suffrutex,nouns
monogamy,nouns
battle_of_Lule_Burgas,nouns
noble_cane,nouns
Ruth_Saint_Denis,nouns
atrium_of_the_heart,nouns
year-end,nouns
jujutsu,nouns
Eiffel_Tower,nouns
ado,nouns
Bharat,nouns
rhizopodan,nouns
internal_auditor,nouns
prosthetics,nouns
saurischian_dinosaur,nouns
salad_cream,nouns
bathymetry,nouns
probation,nouns
genus_Geoglossum,nouns
Guallatiri,nouns
coyote,nouns
California_poppy,nouns
cubic_centimetre,nouns
Hasdrubal,nouns
ms,nouns
Merluccius,nouns
sacking,nouns
Burhinus,nouns
Strelitziaceae,nouns
Gaylussacia_baccata,nouns
knock_on,nouns
salt_cod,nouns
evangelism,nouns
benignity,nouns
eau_de_vie,nouns
rhodonite,nouns
iguanodon,nouns
duckbill,nouns
Skoplje,nouns
hireling,nouns
Melopsittacus_undulatus,nouns
Parliamentarian,nouns
Anatolian_language,nouns
landed_estate,nouns
pintail,nouns
Republic_of_Kenya,nouns
Adenium_multiflorum,nouns
Rutledge,nouns
African_lily,nouns
Damon_Runyon,nouns
beauty,nouns
Federalist_Party,nouns
stained_glass,nouns
Guinean,nouns
alms,nouns
Glenn_T._Seaborg,nouns
security_consultant,nouns
Arthur_James_Balfour,nouns
Prunus_dulcis,nouns
heliotropism,nouns
trolley_line,nouns
hot-button_issue,nouns
genus_Plesiosaurus,nouns
book_scorpion,nouns
heritor,nouns
Guatemalan,nouns
Cape_May_warbler,nouns
divan_bed,nouns
coaxing,nouns
embroideress,nouns
eucalyptus_oil,nouns
William_Strickland,nouns
low-salt_diet,nouns
pudendal_slit,nouns
radish,nouns
unicorn,nouns
zodiacal_light,nouns
losings,nouns
conk,nouns
rock_crab,nouns
disingenuousness,nouns
Gatling_gun,nouns
archeological_site,nouns
Buceros,nouns
missing_link,nouns
titty,nouns
poisoner,nouns
Betsy_Griscom_Ross,nouns
arborescent_plant,nouns
Ohm,nouns
solicitousness,nouns
plastination,nouns
military_junta,nouns
tolerance,nouns
tourist_class,nouns
dining_area,nouns
impingement,nouns
allurement,nouns
genus_Tribonema,nouns
Pepin,nouns
Tunker,nouns
Agathis,nouns
division,nouns
pottage,nouns
Osteostraci,nouns
Selenarctos,nouns
rhetorical_question,nouns
atomic_number_38,nouns
hijack,nouns
Mary_Ludwig_Hays_McCauley,nouns
bakeshop,nouns
battle_of_Shiloh,nouns
Opisthocomidae,nouns
cluster_bomblet,nouns
vortex,nouns
deipnosophist,nouns
Hungarian_grass,nouns
copyholder,nouns
cellulose_ester,nouns
Laburnum_anagyroides,nouns
carrick_bend,nouns
security_deposit,nouns
immobilisation,nouns
Continental_Congress,nouns
knock,nouns
famotidine,nouns
Benzoin,nouns
bumper_jack,nouns
cubic_measure,nouns
rancidity,nouns
supplier,nouns
Hans_Jurgen_Eysenck,nouns
telegram,nouns
conservatoire,nouns
Oscan,nouns
sliver,nouns
diapsid,nouns
Djiboutian,nouns
European_Recovery_Program,nouns
poise,nouns
digital_camera,nouns
wild_marjoram,nouns
circumstance,nouns
forelock,nouns
28,nouns
impost,nouns
little_brown_myotis,nouns
effervescence,nouns
human_relationship,nouns
decline,nouns
electronic_communication,nouns
Opera,nouns
order_Primates,nouns
German_chamomile,nouns
intercom,nouns
pavis,nouns
hardtop,nouns
Plimsoll_line,nouns
ophthalmitis,nouns
Food_and_Agriculture_Organization,nouns
narrow_gauge,nouns
Collis_Potter_Huntington,nouns
rayless_chamomile,nouns
genus_Sarcodes,nouns
shoestring_fungus,nouns
mental_deficiency,nouns
respiratory_disease,nouns
Canada_lynx,nouns
American_Labor_Party,nouns
cleavers,nouns
round_angle,nouns
katabolism,nouns
Burgess,nouns
Valenciennes_lace,nouns
entertainment_deduction,nouns
perphenazine,nouns
wire_service,nouns
velvet,nouns
Finno-Ugric,nouns
Megillah,nouns
Arkansawyer,nouns
Trichomanes,nouns
scorer,nouns
word_string,nouns
genus_Nopalea,nouns
Saint_Vincent,nouns
oblong,nouns
Parthenium_hysterophorus,nouns
anastrophe,nouns
Mauritian,nouns
parkland,nouns
trestle,nouns
draper,nouns
reharmonisation,nouns
Honore_de_Balzac,nouns
Gabriello_Fallopio,nouns
prairie_coneflower,nouns
yellow_trefoil,nouns
Humulus_americanus,nouns
montage,nouns
brigantine,nouns
tholepin,nouns
Parthenium,nouns
vena_saphena,nouns
trillion_floating_point_operations_per_second,nouns
Dilaudid,nouns
labour_pains,nouns
genus_Necturus,nouns
Cupid,nouns
William_Dudley_Haywood,nouns
hunk,nouns
Upper_Volta,nouns
ascesis,nouns
mandarin_duck,nouns
abandoned_ship,nouns
permafrost,nouns
common_opossum,nouns
evening_clothes,nouns
battle_of_Lutzen,nouns
broomrape_family,nouns
Mull,nouns
dorbeetle,nouns
4WD,nouns
absorption_coefficient,nouns
unacceptableness,nouns
French_knot,nouns
positiveness,nouns
gantlet,nouns
football_game,nouns
family_Dipterocarpaceae,nouns
tension_headache,nouns
corn_flake,nouns
Lord_Nelson,nouns
intervertebral_disk,nouns
opossum,nouns
corporate_investor,nouns
Oregon_lily,nouns
United_Society_of_Believers_in_Christ's_Second_Appearing,nouns
woolsorter's_pneumonia,nouns
Midas,nouns
Morone_americana,nouns
Richard_Leakey,nouns
concealment,nouns
John_Heming,nouns
post-horse,nouns
Sion,nouns
sarsenet,nouns
trial,nouns
Corinthian,nouns
impala,nouns
symphonist,nouns
infraorbital_artery,nouns
plasticizer,nouns
respiratory_center,nouns
Jose_Julian_Marti,nouns
psychobabble,nouns
prompting,nouns
packet_boat,nouns
sphygmomanometer,nouns
American_angelica_tree,nouns
gravitational_attraction,nouns
Cuon_alpinus,nouns
Hipsurus_caryi,nouns
genus_Borassus,nouns
cracksman,nouns
Quercus_muehlenbergii,nouns
primacy,nouns
Stenochlaena,nouns
missile_defence_system,nouns
teriyaki,nouns
k,nouns
arboretum,nouns
animal_kingdom,nouns
emissary_vein,nouns
family_Tipulidae,nouns
XX,nouns
illegitimate,nouns
student_lodging,nouns
sleeping_beauty,nouns
Ike,nouns
Hamelin,nouns
book_lung,nouns
Falcatifolium,nouns
cDNA,nouns
Bignonia,nouns
poisonous_plant,nouns
John_Van_Vleck,nouns
musjid,nouns
President_of_the_United_States,nouns
wastepaper_basket,nouns
Bolshevism,nouns
besom,nouns
pawer,nouns
Dandie_Dinmont_terrier,nouns
genus_Myrrhis,nouns
jetty,nouns
central_sulcus,nouns
brain_coral,nouns
prognosis,nouns
diameter,nouns
valence_electron,nouns
genus_Scaphiopus,nouns
xenogenesis,nouns
Garfield,nouns
affableness,nouns
Alnus_crispa,nouns
arteria_carotis,nouns
slovenly_person,nouns
aleph-zero,nouns
chimney_swift,nouns
guacamole,nouns
enema,nouns
Austrian_monetary_unit,nouns
hard_liquor,nouns
terrier,nouns
mastocyte,nouns
Bordeaux_mixture,nouns
pigeon_guillemot,nouns
shiftiness,nouns
byway,nouns
Sebastopol,nouns
tax-exempt,nouns
comprehensive_examination,nouns
spirit_stove,nouns
marasca_cherry,nouns
application_form,nouns
ranger,nouns
bok_choi,nouns
cryesthesia,nouns
arteria,nouns
violator,nouns
demagoguery,nouns
rent,nouns
Elephas_maximus,nouns
Zizania,nouns
lanthanon,nouns
administrator,nouns
chalkstone,nouns
liberty_chit,nouns
Red_Guard,nouns
golden_rule,nouns
deferral,nouns
hand_drill,nouns
drying_agent,nouns
bed_cover,nouns
call,nouns
right_to_privacy,nouns
genus_Anthyllis,nouns
sweating_sickness,nouns
billiard_parlor,nouns
vulvectomy,nouns
computer_file_name,nouns
black_horehound,nouns
Asplenium_pinnatifidum,nouns
Jacques_Derrida,nouns
Mary_Wollstonecraft_Godwin,nouns
Ruanda,nouns
absence_seizure,nouns
class_Onychophora,nouns
lancet,nouns
genus_Philophylla,nouns
religious_doctrine,nouns
Andean_condor,nouns
Sinitic,nouns
immunologic_response,nouns
malignancy,nouns
two_iron,nouns
Australian_honeysuckle,nouns
19,nouns
college_level,nouns
leather_carp,nouns
cu_in,nouns
schoolmarm,nouns
sore,nouns
Thematic_Apperception_Test,nouns
digitalis_glycoside,nouns
Sparganium,nouns
bustard,nouns
spatula,nouns
toilet_seat,nouns
Hela,nouns
wild_leek,nouns
plateau_striped_whiptail,nouns
transition,nouns
Marchantiaceae,nouns
Planck's_constant,nouns
contact_lens,nouns
johnny_cake,nouns
Rio_de_Janeiro,nouns
characid,nouns
pistol_shrimp,nouns
side_drum,nouns
foldout,nouns
periapsis,nouns
Sus,nouns
much,nouns
io_moth,nouns
revealing,nouns
Gelsemium,nouns
firearm,nouns
quadraphony,nouns
Cork,nouns
mountain_starwort,nouns
high_tide,nouns
law_of_action_and_reaction,nouns
golden_chinkapin,nouns
rbi,nouns
westerner,nouns
slough_of_despond,nouns
concubinage,nouns
water_gauge,nouns
flat_tip_screwdriver,nouns
familiarization,nouns
precursor,nouns
Hakham,nouns
torch_singer,nouns
babysitting,nouns
insignificance,nouns
genus_Dictostylium,nouns
Odesa,nouns
Llano_Estacado,nouns
Weber's_law,nouns
monocot_genus,nouns
puccoon,nouns
Purkinje_fiber,nouns
anastalsis,nouns
Liquidambar_styraciflua,nouns
Sennett,nouns
Corticium,nouns
Fibonacci_number,nouns
fricandeau,nouns
William_and_Mary,nouns
ectozoon,nouns
ventriloquist's_dummy,nouns
Saint_James,nouns
Bel-Merodach,nouns
impoverishment,nouns
Gotterdammerung,nouns
giant_perch,nouns
classical_Latin,nouns
Pyrausta,nouns
family_Bovidae,nouns
Bosch,nouns
Erythrina_vespertilio,nouns
ailurophobia,nouns
principle_of_superposition,nouns
pisanosaurus,nouns
Anhima,nouns
compound,nouns
Titus_Maccius_Plautus,nouns
genus_Ectopistes,nouns
sunshade,nouns
volume-detonation_bomb,nouns
family_Caenolestidae,nouns
Apennines,nouns
anesthetic,nouns
call_forwarding,nouns
position_paper,nouns
Das_Kapital,nouns
Turkish_coffee,nouns
quislingism,nouns
collective_bargaining,nouns
retake,nouns
city_father,nouns
hediondilla,nouns
Hippopotamus_amphibius,nouns
ignis_fatuus,nouns
histiocyte,nouns
European_wildcat,nouns
rigatoni,nouns
filter_tip,nouns
Vanua_Levu,nouns
brim,nouns
firth,nouns
Pieris_protodice,nouns
statesman,nouns
nacre,nouns
low-bush_blueberry,nouns
squirrel_corn,nouns
technical_knockout,nouns
Theaceae,nouns
apron_string,nouns
War_of_the_Grand_Alliance,nouns
George_William_Russell,nouns
middle-ear_deafness,nouns
least_common_multiple,nouns
varnish,nouns
security_system,nouns
New_Zealand,nouns
Phoca_vitulina,nouns
redefinition,nouns
coffee_tree,nouns
armed_robbery,nouns
object_of_the_verb,nouns
budget_items,nouns
salsilla,nouns
epauliere,nouns
Ximenesia_encelioides,nouns
Samuel_Wiesenthal,nouns
ack-ack,nouns
biceps_humeri,nouns
Luce,nouns
Sonoran_whipsnake,nouns
acknowledgment,nouns
Korean,nouns
quenched_steel,nouns
pinch_hitter,nouns
reversible_process,nouns
buttonhook,nouns
PSA,nouns
actress,nouns
penuchle,nouns
Ascophyllum,nouns
perch,nouns
anti-impotence_drug,nouns
ruminator,nouns
Ferdinand_III,nouns
calabura,nouns
apery,nouns
vena_obturatoria,nouns
perigonium,nouns
Allegheny_chinkapin,nouns
Solanum_nigrum_guineese,nouns
neuropterous_insect,nouns
Albright's_disease,nouns
Mercator's_projection,nouns
squadron,nouns
Teton_Sioux,nouns
deVries,nouns
musculophrenic_vein,nouns
Ovalipes,nouns
clarity,nouns
Dominion,nouns
pay_claim,nouns
machicolation,nouns
genus_Cryptobranchus,nouns
safety_zone,nouns
escape_valve,nouns
Annamese,nouns
false_bugbane,nouns
inherited_wealth,nouns
low-calorie_diet,nouns
Dalbergia_sissoo,nouns
Enovid,nouns
big_stick,nouns
hand-held_computer,nouns
Maxzide,nouns
finale,nouns
Nguni,nouns
Cypripedium_calceolus_pubescens,nouns
printer,nouns
Coryphaena_hippurus,nouns
Tellima,nouns
persiflage,nouns
Paige,nouns
city_line,nouns
coach,nouns
genus_Antirrhinum,nouns
runtiness,nouns
Alexander_Graham_Bell,nouns
First_Earl_Kitchener_of_Khartoum,nouns
no-hitter,nouns
raven,nouns
steward,nouns
lagan,nouns
Chasidism,nouns
shark,nouns
tameness,nouns
Tsuga_heterophylla,nouns
rope-a-dope,nouns
American_wall_fern,nouns
musculus_pectoralis_minor,nouns
slough,nouns
radioactive_dating,nouns
body-build,nouns
resister,nouns
drumbeat,nouns
yautia,nouns
pong,nouns
world_council,nouns
papaya_juice,nouns
genus_Pinus,nouns
philosophers'_wool,nouns
handsaw_fish,nouns
fish_mousse,nouns
genus_Microstrobos,nouns
Macropus_agiles,nouns
Commons,nouns
Clovis_I,nouns
phantasy_life,nouns
prude,nouns
Dictaphone,nouns
Masorah,nouns
Blastodiaceae,nouns
Calvatia,nouns
Ipomoea_pes-caprae,nouns
veloute,nouns
pronghorn,nouns
Albigensianism,nouns
genus_Emberiza,nouns
tranquilizer,nouns
milk_adder,nouns
white_chocolate,nouns
bunting,nouns
octopus,nouns
cloisonne,nouns
nutcase,nouns
Hymenoxys_acaulis,nouns
genus_Aframomum,nouns
green-tailed_towhee,nouns
dropkick,nouns
genre_painting,nouns
feeder_line,nouns
immediate_constituent,nouns
lady_friend,nouns
genus_Lemna,nouns
CF,nouns
Lepiota_procera,nouns
silvex,nouns
wastrel,nouns
giant,nouns
ugly_duckling,nouns
Platanus_wrightii,nouns
Synchytrium,nouns
genetic_science,nouns
Bryonia_alba,nouns
John_Wain,nouns
humbug,nouns
didactics,nouns
coral_honeysuckle,nouns
temperature_unit,nouns
meadow_leek,nouns
Salmo,nouns
Low_Countries,nouns
Antennariidae,nouns
Greenpeace,nouns
order_Pediculati,nouns
action_mechanism,nouns
mayfish,nouns
Pott's_disease,nouns
Gastrophryne_carolinensis,nouns
cutty_stool,nouns
sabayon,nouns
shipload,nouns
boundary_line,nouns
Aristotelia_racemosa,nouns
Zoarcidae,nouns
Argyroxiphium_sandwicense,nouns
Desmodontidae,nouns
English_sonnet,nouns
Raphanus,nouns
tsetse,nouns
power_module,nouns
Ailuropodidae,nouns
security_measure,nouns
Hylidae,nouns
taxicab,nouns
beryllium,nouns
iron_pyrite,nouns
pearl_barley,nouns
overhead_railway,nouns
Fred_Astaire,nouns
Indian_meal,nouns
black_vomit,nouns
leopardbane,nouns
Fumaria_sempervirens,nouns
scarlet_hamelia,nouns
relational_database_management_system,nouns
rocket_engine,nouns
tax_deduction,nouns
alchemy,nouns
Trichiuridae,nouns
sports_desk,nouns
Tentaculata,nouns
garlic_chive,nouns
ampoule,nouns
Spanish_Civil_War,nouns
petty_officer,nouns
whole_step,nouns
meralgia,nouns
provost_court,nouns
probate,nouns
dilutant,nouns
stemless_golden_weed,nouns
underbelly,nouns
Hasek,nouns
sienna,nouns
canasta,nouns
Trevithick,nouns
Balinese,nouns
necessary,nouns
savant,nouns
Madeira_winter_cherry,nouns
contour_map,nouns
dog_pound,nouns
mosquito_craft,nouns
Erigeron_aurantiacus,nouns
pauperisation,nouns
cd,nouns
Robert_Bunsen,nouns
John_Henry_Newman,nouns
epoch,nouns
reflex_camera,nouns
Cyclamen_neopolitanum,nouns
hematuria,nouns
chlorophyll_a,nouns
Azerbaijani_Republic,nouns
worm_fence,nouns
wildcat,nouns
arrowleaf_groundsel,nouns
edger,nouns
deviationism,nouns
course_of_action,nouns
binocular_vision,nouns
coelogyne,nouns
genus_Laccopetalum,nouns
Chaenomeles_japonica,nouns
ovulation,nouns
stomachache,nouns
tympanist,nouns
Omayyad,nouns
acoustic_spectrum,nouns
lottery,nouns
Homona,nouns
vinifera_grape,nouns
gemsbuck,nouns
Calophyllum,nouns
praiseworthiness,nouns
newsperson,nouns
Agave_americana,nouns
Monocanthidae,nouns
currajong,nouns
mushroom_poisoning,nouns
iridectomy,nouns
urologist,nouns
cockle,nouns
earthing,nouns
Helsingfors,nouns
harmonic_motion,nouns
Tianjin,nouns
dead-end_street,nouns
department_of_local_government,nouns
shudra,nouns
repairman,nouns
genus_Cuminum,nouns
intransitive_verb_form,nouns
titanium,nouns
quandong_tree,nouns
Phanerozoic_aeon,nouns
tallith,nouns
Cocopah,nouns
adult_education,nouns
invertebrate,nouns
Euripides,nouns
twelve-tone_system,nouns
Atropa,nouns
day_of_the_month,nouns
fastening,nouns
groover,nouns
now,nouns
razor-fish,nouns
marketer,nouns
business_enterprise,nouns
distillery,nouns
half-mast,nouns
young_lady,nouns
apple_mint,nouns
nates,nouns
Mangifera_indica,nouns
little_clubmoss,nouns
bloodstone,nouns
baby_rose,nouns
roulette_wheel,nouns
Richard_J._Roberts,nouns
sinusoidal_projection,nouns
nurse_shark,nouns
real-estate_business,nouns
divine_guidance,nouns
kenaf,nouns
American_dog_violet,nouns
petchary,nouns
genus_Weigela,nouns
experimental_condition,nouns
capital_of_Switzerland,nouns
Dick_Turpin,nouns
Pyotr_Alexeyevich_Kropotkin,nouns
Guadalcanal,nouns
Piaf,nouns
Willis,nouns
stopover,nouns
waiver,nouns
Tigris,nouns
Sabbatia_stellaris,nouns
ethicism,nouns
Russian_olive,nouns
imbecile,nouns
whirling,nouns
gruffness,nouns
bottleneck,nouns
data_point,nouns
mol,nouns
Ray_Bradbury,nouns
Psophia_crepitans,nouns
March,nouns
ribbonfish,nouns
backlighting,nouns
gean,nouns
serous_membrane,nouns
enation,nouns
plexiglass,nouns
brittle_maidenhair_fern,nouns
pes_cavus,nouns
Pagophila,nouns
Jakob_Grimm,nouns
power_series,nouns
pulsation,nouns
Apium_graveolens,nouns
Gestalt_law_of_organization,nouns
lazaret,nouns
plait,nouns
alluviation,nouns
auxiliary_airfield,nouns
intermittency,nouns
ocellated_turkey,nouns
mugginess,nouns
Chondrus_crispus,nouns
bog_whortleberry,nouns
colligation,nouns
polyurethane_foam,nouns
veto,nouns
instantiation,nouns
ukulele,nouns
Spencer_Tracy,nouns
virulency,nouns
Pellicularia,nouns
Anabas,nouns
Ochotona_collaris,nouns
windsock,nouns
fox_hunter,nouns
endoscope,nouns
apron,nouns
M-1,nouns
notepad,nouns
vegetable_sponge,nouns
oregano,nouns
Oryzopsis_miliacea,nouns
stonework,nouns
fibre_bundle,nouns
American_bog_asphodel,nouns
grey_willow,nouns
Mandean,nouns
jiujitsu,nouns
parallelopiped,nouns
cuckoo's_nest,nouns
genus_Areca,nouns
embryonal_rhabdomyosarcoma,nouns
newborn_infant,nouns
deprecation,nouns
order_Plantaginales,nouns
toadflax,nouns
hooks,nouns
Oxford_English_Dictionary,nouns
Lombard_Street,nouns
hogfish,nouns
genus_Rhexia,nouns
retrenchment,nouns
